"","ColonyID","Timepoint","Initial_mass_g","Dry_mass_g","Burnt_mass_g","X","Species","Phenotype","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Notes","dry_mass_g_mL","burnt_mass_g_mL","dry_biomass_g","dw_mg_cm2","ash_biomass_g","afdw_mg_cm2"
"269","237","January_2025",0.4244,0.4343,0.4333,269,"Porites compressa","Susceptible",3.0731,3.4325,0.3594,8.18883484282856,"",21.715,21.665,21.2906,2599.95474431206,0.0500000000000007,6.10587476236483
"270","238","January_2025",0.4182,0.4273,0.4267,270,"Porites compressa","Resistant",3.6948,4.1993,0.5045,11.494900328901,"",21.365,21.335,20.9468,1822.26895411477,0.0300000000000011,2.60985299059738
"271","239","January_2025",0.4207,0.4296,0.4289,271,"Porites compressa","Susceptible",2.9791,3.3535,0.3744,8.53060591306347,"",21.48,21.445,21.0593,2468.67575581595,0.0350000000000001,4.10287385874928
"272","240","January_2025",0.4214,0.431,0.4303,272,"Porites compressa","Resistant",2.6952,3.0507,0.3555,8.09997436456748,"",21.55,21.515,21.1286,2608.47739128965,0.0350000000000001,4.32100132972076
"273","241","January_2025",0.4157,0.4253,0.4247,273,"Porites compressa","Susceptible",3.6646,4.0832,0.4186,9.53769133335568,"",21.265,21.235,20.8493,2185.99022250645,0.0300000000000011,3.1454152741433
"274","242","January_2025",0.4195,0.4283,0.428,274,"Porites compressa","Resistant",3.7539,4.1922,0.4383,9.98655067226421,"",21.415,21.4,20.9955,2102.37755647814,0.0150000000000006,1.50202011608075
"275","243","January_2025",0.4221,0.4314,0.4309,275,"Porites compressa","Susceptible",4.3756,4.8705,0.494899999999999,11.2761668439506,"",21.57,21.545,21.1479,1875.4511433418,0.0249999999999986,2.2170654572578
"276","244","January_2025",0.4182,0.4274,0.4264,276,"Porites compressa","Resistant",4.9061,5.3914,0.4853,11.0574333590003,"",21.37,21.32,20.9518,1894.8158509991,0.0500000000000007,4.52184502285992
"277","247","January_2025",0.4165,0.4262,0.4256,277,"Porites compressa","Susceptible",4.1734,4.6302,0.4568,10.4080683255539,"",21.31,21.28,20.8935,2007.43301700876,0.0300000000000047,2.88237923326739
"278","248","January_2025",0.4158,0.4259,0.425,278,"Porites compressa","Resistant",7.0531,7.7461,0.693000000000001,15.7898234448531,"",21.295,21.25,20.8792,1322.32004195119,0.0450000000000017,2.84993686960256
"279","1","October_2025",0.4168,0.4279,0.427,279,"Montipora capitata","Susceptible",6.7896,7.2,0.4104,9.35085648162727,"Modified wax weight, previous weight was overestimation",21.395,21.35,20.9782,2243.45224859545,0.0450000000000017,4.8123933982324
"280","2","October_2025",0.4246,0.4334,0.4329,280,"Montipora capitata","Resistant",3.3506,4,0.6494,14.7964088673702,"Modified wax weight, previous weight was overestimation",21.67,21.645,21.2454,1435.84840013792,0.0250000000000021,1.68959916045125
"281","3","October_2025",0.4207,0.4288,0.4286,281,"Montipora capitata","Susceptible",1.4843,2.1265,0.6422,14.6323587536575,"",21.44,21.43,21.0193,1436.49430374621,0.0100000000000016,0.683416813950243
"282","4","October_2025",0.4263,0.4373,0.4357,282,"Montipora capitata","Resistant",7.1726,8.3196,1.147,26.1340945039631,"May be an overestimation",21.865,21.785,21.4387,820.334524953559,0.0800000000000018,3.06113532986078
"283","12","October_2025",0.4061,0.4158,0.4146,283,"Montipora capitata","Resistant",2.7166,3.1647,0.4481,10.2098411048177,"",20.79,20.73,20.3839,1996.49532159531,0.0599999999999987,5.87668303394914
"284","19","October_2025",0.424,0.4337,0.4324,284,"Montipora capitata","Susceptible",4.4934,5.1,0.606599999999999,13.8212220802999,"Modified wax weight, previous weight was overestimation",21.685,21.62,21.261,1538.28654777962,0.0649999999999977,4.70291263843055
"285","20","October_2025",0.4146,0.4242,0.4227,285,"Montipora capitata","Resistant",5.6296,6.7423,1.1127,25.352577990026,"May be an overestimation",21.21,21.135,20.7954,820.247945127362,0.0749999999999993,2.95827903692891
"286","26","October_2025",0.4205,0.4298,0.4287,286,"Porites compressa","Resistant",5.3606,5.8716,0.511,11.6430011260028,"",21.49,21.435,21.0695,1809.62792771226,0.0549999999999997,4.72386796194376
"287","27","October_2025",0.4178,0.4271,0.4258,287,"Porites compressa","Susceptible",8.6021,9.3335,0.731400000000001,16.6647573846545,"",21.355,21.29,20.9372,1256.37592655743,0.0650000000000013,3.90044682317761
"288","28","October_2025",0.4219,0.4305,0.4298,288,"Porites compressa","Resistant",2.6409,2.9285,0.2876,6.55289065330411,"",21.525,21.49,21.1031,3220.42608621271,0.0349999999999966,5.34115428621548
"289","29","October_2025",0.4152,0.4248,0.4235,289,"Porites compressa","Susceptible",3.901,4.403,0.502,11.4379384838618,"",21.24,21.175,20.8248,1820.67774095677,0.0650000000000013,5.68284224396836
"290","41","October_2025",0.4171,0.4268,0.4262,290,"Porites compressa","Susceptible",4.4487,4.8812,0.4325,9.85439919177338,"",21.34,21.31,20.9229,2123.20402216573,0.0299999999999976,3.04432562718203
"291","42","October_2025",0.4204,0.4311,0.4295,291,"Porites compressa","Resistant",5.9902,6.7383,0.7481,17.045262509516,"",21.555,21.475,21.1346,1239.91050229945,0.0799999999999983,4.69338620953101
"292","43","October_2025",0.4221,0.4324,0.431,292,"Porites compressa","Susceptible",4.1733,4.6989,0.5256,11.9756583010314,"",21.62,21.55,21.1979,1770.08223407429,0.0700000000000003,5.84519015493049
"293","44","October_2025",0.4208,0.4305,0.4297,293,"Porites compressa","Resistant",3.4543,3.8723,0.418,9.5240204905463,"",21.525,21.485,21.1042,2215.89191465394,0.0399999999999956,4.19990696572947
"294","201","October_2025",0.4186,0.4288,0.4274,294,"Montipora capitata","Susceptible",3.8172,4.5268,0.7096,16.168050095913,"May be an overestimation",21.44,21.37,21.0214,1300.18152314569,0.0700000000000003,4.32952641689891
"295","202","October_2025",0.4178,0.4264,0.4252,295,"Montipora capitata","Resistant",2.7876,3.2882,0.5006,11.4060398506399,"May be an overestimation",21.32,21.26,20.9022,1832.55540693445,0.0599999999999987,5.26037088995727
"296","203","October_2025",0.4166,0.4267,0.4254,296,"Montipora capitata","Susceptible",3.119,3.6,0.481,10.9594589855329,"Modified wax weight, previous weight was overestimation",21.335,21.27,20.9184,1908.70735750857,0.0650000000000013,5.93094970160525
"297","204","October_2025",0.4182,0.4266,0.4257,297,"Montipora capitata","Resistant",2.0119,2.3979,0.386,8.79490887404514,"",21.33,21.285,20.9118,2377.71650616112,0.0449999999999982,5.11659650423425
"298","205","October_2025",0.4152,0.4243,0.4231,298,"Montipora capitata","Susceptible",3.0924,3.9459,0.8535,19.4467738963666,"",21.215,21.155,20.7998,1069.57586440012,0.0600000000000023,3.08534466023758
"299","206","October_2025",0.4135,0.4229,0.4213,299,"Montipora capitata","Resistant",2.8401,3.3,0.4599,10.4787010134025,"Modified wax weight, previous weight was overestimation",21.145,21.065,20.7315,1978.44179097046,0.0799999999999983,7.63453407990899
"300","209","October_2025",0.4208,0.4298,0.4287,300,"Montipora capitata","Susceptible",2.6935,3.2544,0.5609,12.7799595529843,"",21.49,21.435,21.0692,1648.61241638907,0.0549999999999997,4.30361299438983
"301","210","October_2025",0.4154,0.4255,0.4237,301,"Montipora capitata","Resistant",5.8454,6.7144,0.869000000000001,19.7999373356094,"May be an overestimation",21.275,21.185,20.8596,1053.51848576232,0.0899999999999963,4.54546893126449
"302","211","October_2025",0.4204,0.4301,0.4294,302,"Montipora capitata","Susceptible",1.4755,1.9621,0.4866,11.0870535184206,"",21.505,21.47,21.0846,1901.7315975763,0.0350000000000001,3.15683512683053
"303","213","October_2025",0.4167,0.4267,0.4257,303,"Montipora capitata","Susceptible",2.3337,3.2647,0.931,21.2125910925804,"",21.335,21.285,20.9183,986.126584381135,0.0500000000000007,2.35709064403214
"304","214","October_2025",0.4187,0.4285,0.4273,304,"Montipora capitata","Resistant",3.5887,3.9145,0.3258,7.42326764550235,"",21.425,21.365,21.0063,2829.79154237116,0.0599999999999987,8.08269388432355
"305","221","October_2025",0.4167,0.4271,0.426,305,"Montipora capitata","Susceptible",6.3825,7.1347,0.752199999999999,17.1386799353802,"May be an overestimation",21.355,21.3,20.9383,1221.69852514581,0.0549999999999997,3.2091152998581
"306","225","October_2025",0.4173,0.4261,0.4256,306,"Porites compressa","Susceptible",3.4926,3.8635,0.3709,8.45085933000867,"",21.305,21.28,20.8877,2471.66580158642,0.0250000000000021,2.95827903692919
"307","226","October_2025",0.4202,0.4307,0.4292,307,"Porites compressa","Resistant",3.5857,4.0994,0.5137,11.704519918645,"",21.535,21.46,21.1148,1803.9868483939,0.0749999999999993,6.40778097019821
"308","233","October_2025",0.4164,0.4259,0.4247,308,"Porites compressa","Susceptible",2.8718,3.2154,0.3436,7.82883598218111,"",21.295,21.235,20.8786,2666.88432961438,0.0600000000000023,7.66397458531074
"309","234","October_2025",0.4191,0.43,0.4284,309,"Porites compressa","Resistant",6.4252,7.1639,0.7387,16.8310859721688,"",21.5,21.42,21.0809,1252.49790981155,0.0799999999999983,4.75310981907424
"310","235","October_2025",0.4151,0.4238,0.423,310,"Porites compressa","Susceptible",3.2737,3.6328,0.3591,8.18199942142386,"",21.19,21.15,20.7749,2539.09819959199,0.0400000000000027,4.88878059502988
"311","236","October_2025",0.4196,0.4299,0.4283,311,"Porites compressa","Resistant",7.2938,8.1209,0.827100000000001,18.8452568127532,"",21.495,21.415,21.0754,1118.33976100223,0.0800000000000018,4.2451000161411
"312","237","October_2025",0.4188,0.427,0.426,312,"Porites compressa","Susceptible",2.491,2.7665,0.2755,6.2771953233146,"",21.35,21.3,20.9312,3334.48282583431,0.0499999999999972,7.96534079707356
"313","238","October_2025",0.4177,0.4281,0.427,313,"Porites compressa","Resistant",3.7753,4.209,0.4337,9.88174087739216,"",21.405,21.35,20.9873,2123.84642143527,0.0549999999999997,5.56582090973777
"314","239","October_2025",0.4202,0.4306,0.4293,314,"Porites compressa","Susceptible",3.099,3.4298,0.3308,7.53719133558065,"",21.53,21.465,21.1098,2800.75150810454,0.0649999999999977,8.6239020751873
"315","240","October_2025",0.4195,0.429,0.4277,315,"Porites compressa","Resistant",7.0386,7.6926,0.654,14.9012186622423,"",21.45,21.385,21.0305,1411.32752137169,0.0649999999999977,4.36205933711308
"316","241","October_2025",0.4143,0.4238,0.4231,316,"Porites compressa","Susceptible",3.0255,3.3616,0.3361,7.65795044706366,"",21.19,21.155,20.7757,2712.95827044247,0.0350000000000037,4.57041348621209
"317","242","October_2025",0.4176,0.4272,0.4267,317,"Porites compressa","Resistant",2.1633,2.4746,0.3113,7.09288894427527,"",21.36,21.335,20.9424,2952.59099141864,0.0249999999999986,3.52465690586856
"318","243","October_2025",0.4202,0.4293,0.4282,318,"Porites compressa","Susceptible",3.7939,4.1396,0.3457,7.876683932014,"",21.465,21.41,21.0448,2671.78424088664,0.0549999999999997,6.98263386911561
"319","244","October_2025",0.4172,0.4273,0.4262,319,"Porites compressa","Resistant",6.6574,7.3389,0.6815,15.527798957673,"May be an overestimation",21.365,21.31,20.9478,1349.05146937446,0.0549999999999997,3.54203452465629
"320","247","October_2025",0.4195,0.4296,0.4289,320,"Porites compressa","Susceptible",4.867,5.3772,0.5102,11.6247733355902,"",21.48,21.445,21.0605,1811.69123835916,0.0350000000000001,3.01081139301398
"321","248","October_2025",0.4169,0.4263,0.425,321,"Porites compressa","Resistant",6.7742,7.5682,0.794,18.0910819844348,"",21.315,21.25,20.8981,1155.1603169993,0.0650000000000013,3.5929304867407
